iter	Logloss
654	0.4138192146
655	0.4137224202
656	0.4136224367
657	0.4135351523
658	0.4134771687
659	0.4134054484
660	0.4133229591
661	0.4132629575
662	0.4132251729
663	0.4131432558
664	0.4130762886
665	0.412997759
666	0.412944559
667	0.4128779962
668	0.412802484
669	0.4127474874
670	0.4126601343
671	0.4125982826
672	0.412517262
673	0.4124509471
674	0.4123931009
675	0.4122994345
676	0.4122359082
677	0.4121572832
678	0.4121162713
679	0.4120601569
680	0.4120069455
681	0.4119538791
682	0.4118798852
683	0.4117943823
684	0.4116878718
685	0.4116177002
686	0.4115718818
687	0.4114903004
688	0.4114421664
689	0.4113437202
690	0.4112677159
691	0.4112012942
692	0.4111406899
693	0.4110572508
694	0.410976749
695	0.4108966973
696	0.4108165312
697	0.4107641324
698	0.4107205684
699	0.4106671014
700	0.4106419968
701	0.4105695212
702	0.4105048466
703	0.4104138238
704	0.4103466735
705	0.4102650998
706	0.4101707773
707	0.4100802237
708	0.4100088887
709	0.4099419748
710	0.4098759079
711	0.4098247946
712	0.4097235522
713	0.4096703523
714	0.4096239082
715	0.4095419797
716	0.4094661051
717	0.4094363199
718	0.4093629592
719	0.4092870007
720	0.4092220744
721	0.4091258293
722	0.4090404332
723	0.4089688807
724	0.4088898552
725	0.4088185659
726	0.4087770199
727	0.4087044146
728	0.4086503258
729	0.4086045073
730	0.4085732534
731	0.4084993625
732	0.4084501413
733	0.4083712531
734	0.4083312674
735	0.4082389514
736	0.408179728
737	0.408131739
738	0.4080555554
739	0.4079693201
740	0.4079055763
741	0.4078361982
742	0.4077576228
743	0.4076731385
744	0.407591374
745	0.4075207142
746	0.4074624101
747	0.4073841132
748	0.407297382
749	0.4072369685
750	0.4071876099
751	0.4071602051
752	0.4070748471
753	0.4070387257
754	0.4069574533
755	0.4068491766
756	0.4067672557
757	0.4067190988
758	0.4066618858
759	0.406611627
760	0.4065246021
761	0.4064759798
762	0.4063688208
763	0.4062975849
764	0.4062537997
765	0.406182003
766	0.4060985983
767	0.4060011172
768	0.4059066574
769	0.4058644781
770	0.4058199299
771	0.4057529818
772	0.4056581634
773	0.4055891934
774	0.4055178469
775	0.4054709222
776	0.4054158493
777	0.405328172
778	0.4052625399
779	0.405214486
780	0.4051724174
781	0.4051299483
782	0.4050382732
783	0.4049739648
784	0.4048968581
785	0.4048633421
786	0.4048100658
787	0.4047376398
788	0.4046777793
789	0.4046203451
790	0.4045705021
791	0.4045236842
792	0.4044641556
793	0.4044199355
794	0.4043743841
795	0.4042995052
796	0.4042580507
797	0.4042062889
798	0.4041602835
799	0.404103391
800	0.4039965105
801	0.4038990752
802	0.4038330807
803	0.4037449724
804	0.4037164956
805	0.4036433752
806	0.4036031338
807	0.4035206217
808	0.4034707482
809	0.4033842458
810	0.4033156688
811	0.403272986
812	0.4032228074
813	0.4031212026
814	0.4030674495
815	0.403037855
816	0.4029816376
817	0.4029081129
818	0.4028837293
819	0.4028116084
820	0.4027771082
821	0.40274162
822	0.4026680609
823	0.4025991406
824	0.4025436594
825	0.4024684219
826	0.4024232634
827	0.4023551251
828	0.4023095698
829	0.4022199203
830	0.4021363019
831	0.4020858524
832	0.4020219789
833	0.4019722198
834	0.4018716946
835	0.4018083285
836	0.4017617967
837	0.4017198196
838	0.4016487745
839	0.4015529604
840	0.4014964798
841	0.4014369589
842	0.4013700413
843	0.4013185427
844	0.4012450867
845	0.4011789015
846	0.4010512156
847	0.4009856712
848	0.4009413062
849	0.4008820561
850	0.4008184191
851	0.4007743363
852	0.4007238372
853	0.4006639806
854	0.4005823039
855	0.4005050713
856	0.4004450507
857	0.4003979772
858	0.4003231326
859	0.4002629021
860	0.4002135169
861	0.4001216587
862	0.4000666773
863	0.4000080261
864	0.3999441031
865	0.3998809849
866	0.3998429675
867	0.3997301627
868	0.3996671094
869	0.3996167171
870	0.3995362611
871	0.3994442999
872	0.3994128819
873	0.3993697757
874	0.3993165109
875	0.3992527519
876	0.3991800359
877	0.3990846339
878	0.3990491838
879	0.3989679305
880	0.3989235578
881	0.3988328364
882	0.3987488746
883	0.3987069891
884	0.3986452023
885	0.3985720438
886	0.3985168602
887	0.3984715262
888	0.3983908108
889	0.398328631
890	0.3982827973
891	0.398233927
892	0.3982003576
893	0.3981673489
894	0.3981220302
895	0.3980476777
896	0.3980201507
897	0.3979482397
898	0.3978634501
899	0.3977636955
900	0.3976977468
901	0.3976219562
902	0.3975570184
903	0.3975161705
904	0.3974516103
905	0.3973878742
906	0.3973426813
907	0.3972862389
908	0.3972431212
909	0.3971874913
910	0.3971154734
911	0.3970711274
912	0.3970101302
913	0.3969312802
914	0.3968810901
915	0.3968551119
916	0.3967991349
917	0.3967425284
918	0.3966867116
919	0.3966434451
920	0.3966056147
921	0.3965602997
922	0.3965356415
923	0.3964754225
924	0.3964106907
925	0.3963471643
926	0.3962760467
927	0.3962123792
928	0.3961605182
929	0.3961172823
930	0.3960462219
931	0.3959900656
932	0.3959275845
933	0.3958838259
934	0.395827086
935	0.3957963737
936	0.3957401983
937	0.3956531886
938	0.3955771195
939	0.3955229735
940	0.3954496205
941	0.3953896227
942	0.3953108299
943	0.3952668921
944	0.3952160573
945	0.3951548541
946	0.3950661736
947	0.394956699
948	0.3948839258
949	0.3948437455
950	0.3948105232
951	0.3947688323
952	0.3947228879
953	0.3946597239
954	0.394610209
955	0.3945303901
956	0.3944707661
957	0.3944178752
958	0.394352842
959	0.3942548231
960	0.3942002613
961	0.3941665584
962	0.394149354
963	0.394083577
964	0.3940248534
965	0.393958878
966	0.3938937914
967	0.3938457146
968	0.3937951392
969	0.3937627905
970	0.3937036205
971	0.3936471895
972	0.393554454
973	0.3935150404
974	0.3934615658
975	0.3934053522
976	0.393372767
977	0.3933188995
978	0.3932540647
979	0.3931852779
980	0.3931249139
981	0.3930649123
982	0.3930228285
983	0.3929364368
984	0.3928715714
985	0.392814717
986	0.3927739721
987	0.392716473
988	0.3926695368
989	0.392604168
990	0.3925546721
991	0.3924952428
992	0.3924487224
993	0.3923816255
994	0.3923351928
995	0.3922458485
996	0.3921976459
997	0.3921395212
998	0.3920897659
999	0.3920271475
